Publisher,Language,Author,Summary,Published Date,ISBN-10,ISBN-13,Type,Book Title,Price,Binding,Pages,Product Dimensions
Dayawansa Jayakody,Sinhala,Sarachandra Kodikara,,-,-,9789556861495,Book,Maranaya Marana Parikshanaya Saha Liyapadinchiya,Rs. 300.00,-,136,-
BRILIUM PUBLICATION,Sinhala,Priyanga De Zoysa,,-,-,-,Book,Mokvana,Rs. 850.00,-,-,-
Sooriya Publishers,Sinhala,Dr. Sanathdeva Muruthange,,-,-,9789556561548,Book,"Manokaya, Karmaya ha Maya Lokaya",Rs. 680.00,-,461,220mm x 145mm
S Godage And Brother,Sinhala,Sunil Ariyarathna,GANDARWA APADANA I,2011,-,9790700010003,Book,Mohomad Gawus Saha B.S Perera,Rs. 250.00,-,158,8.5 x 5.5
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Miriguwa,Rs. 225.00,-,-,-
Kurulu Poth,Sinhala,Maxim Gorky,,1995,0955591074x,-,Book,Minisekuge Upatha,Rs. 175.00,-,-,-
S. Godage,Sinhala,M.Ilyin & Y.Segal,,2008,9552024773,-,Book,Minisa Yodayaku wuye Keseda ? - How Men Became a Giant,Rs. 675.00,-,-,-
Vindada Publications,Sinhala,Samanthi Kulathilaka,,-,-,-,Book,Minisa Sathwayeki,Rs. 315.00,-,64,5.5 X 8.5
Godage,Sinhala,Arawwala Nandimithra,This book was won a main award in 1984.,-,-,9789552011337,Book,Mihisarana,Rs. 200.00,-,-,-
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Poojya Panditha Missaka Kamalasiri Himi,,-,9556713336,9789556713336,Book,Mihidu Giren Hima Girata,Rs. 550.00,-,482,-
Buddhist Cultural Centre,Sinhala,K Sri Dhammananda Thera,,1995,9559219146,-,Book,Minisa Koibatada ,Rs. 160.00,-,112,-
Buddhist Cultural Centre,Sinhala,Ven. Kirinde Sri Dhammananda Thero,,2004,9559219871,-,Book,Minis Jeewithaya Saha Getalu,Rs. 325.00,-,-,-
Sooriya Publishers,Sinhala,Susanne Hart,,2007,-,9789556560435,Book,Miga Weda Wana Sariya,Rs. 350.00,-,-,-
SINHALAPEDIA,Sinhala,-,,-,9550581016,-,Book,MICROSOFT EXCEL 2007 ,Rs. 200.00,-,32,-
SINHALAPEDIA,Sinhala,-,,-,9550581009,-,Book,MICROSFT WORD 2007 ,Rs. 95.00,-,32,-
S. Godage & Brothers (Pvt.) Ltd,Sinhala,W. W. Jinadasa,,2013,.,9789553039910,Book,Methin Wera Duralan,Rs. 350.00,Book Binding,120,.
S. Godage & Brothers,Sinhala,Ruwan K. Deshapriya,,2011,-,9789553032836,Book,Methanin Enna,Rs. 300.00,-,158,8.5 x 5.5
Sooriya Publishers,Sinhala,Jalaldeen Al Rum,,2005,9558892992,-,Book,Mesnev Nohoth Islam Katha,Rs. 130.00,-,-,-
Sarasavi Publishers,Sinhala,Badra Indrani Amarakon,,-,9556716939,9789556716931,Book,MeeMaster,Rs. 275.00,-,-,-
S. Godage & Brothers,Sinhala,Dammika Amarasinha,,2009,9552094933,-,Book,Nawina Boomi Alankaranaya,Rs. 800.00,-,96,14.5 x 21.0
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Nawakathanga Ha Viragaya,Rs. 230.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Nawa Padya Sinhalaya,Rs. 240.00,-,160,-
-,Sinhala,"Martin Wickramasinghe, W. A. Silva",,-,-,-,Book,Nawakatha Wadaya,Rs. 160.00,-,-,-
S. Godage & Brothers,Sinhala,K. A. Sanjeewa Fernando,,2008,9552085276,-,Book,Nawa Nidahaswadaye Goliyakaranaya,Rs. 250.00,-,136,14.0 x 21.5
Wijesooriya Grantha Keendraya,Sinhala,Lilananda Gamachchi, A guide for the youth.,-,9556521917,-,Book,Nawa Youn Asiriya,Rs. 250.00,Paperback,207,14.5 x 21.5 x 1.5 cm
Sarasavi,Sinhala,Nuwa Nayanajith Kumara,,-,-,9789556714661,Book,Nawa Magaka Sankatana,Rs. 390.00,-,251,145mmX215mm
S.Godage and Brothers,Sinhala,Ajith Tilakasena,,2002,9552056896,-,Book,NAWA LEKANA REETHIYA,Rs. 125.00,-,56,14*23
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Nawa Cheenaye Pibideema,Rs. 95.00,-,-,-
Sarasa,Sinhala,Martin Wickramasinghe,,-,9558415839,-,Book,Nava Chinaye Pibidima,Rs. 95.00,Paperback,78,143x215x4mm
Padmakumara,Sinhala,Bandula Padmakumara,,-,-,-,Book,Natath Rajayak Suraa Mathin,Rs. 355.00,-,177,5.5 x 8.5
THISSA RAVIDRA PERERA,Sinhala,THISSA RAVIDRA PERERA,,-,9556670394A,-,Book,NAGENAHIRA SATANE BIHISUNU KATHA PELA ,Rs. 380.00,-,255,-
S. Godage,Sinhala,Nanda Malini,,-,-,-,Book,Nanda Malini - Gee Thanu,Rs. 180.00,-,117,5.5 x 8.5
SRILAL SENEVIRATHNA,Sinhala,SRILAL SENEVIRATHNA,,-,-,9789555050500,Book,NAGENAHIRA MUDAGANIMA,Rs. 400.00,-,244,-
S Godage And Brother,Sinhala,Sunil Ariyarathna,GANDARWA APADANA II,2011,-,9790700010010,Book,Muththusami Saha Roksami,Rs. 250.00,-,165,8.5 x 5.5
Sarasavi Publishers,Sinhala,Mudiliyanayake Somaratne,,-,9555733481,-,Book,Muvanpalassa,Rs. 200.00,Paperback,150,14.3 x 22 x 0.8 cm
Ranmudu,Sinhala,S.P.S.Weerasinghe,,-,-,-,Book,Muni Siripa Sibiminne,Rs. 920.00,-,196,8.5 x 5.5
Aria Prakashakayo,Sinhala,Karunarathna Jayasinghe,,-,9555534403,-,Book,Nitharama Asa Gasena saha Awenika Kurollo,Rs. 90.00,Paperback,88,220x145x4mm
Sooriya Publishers,Sinhala,Sugunapala Samarasekera/ Kahlil Gibran,,2002,9558425443,-,Book,Muni,Rs. 170.00,-,-,-
BPS,Sinhala,Ajahn Chah Thero,,-,-,-,Book,Nisala Wila,Rs. 460.00,-,220,8.5 x 5.5
S. Godage & Brothers (Pvt.) Ltd,Sinhala,Piyadas Kalpage,,2012,.,9789553039453,Book,Nisabuwa,Rs. 250.00,Book Binding,64,.
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Pasan Kodikara,,-,9556712941,9789556712940,Book,Niruwath Gahaniya : Sthri Sirura Gana Adyanayaki,Rs. 650.00,-,411,-
Godage,Sinhala,Sunanda Maheendra,This book was won a award in 2002. ,-,-,9789552030226,Book,Niruwath Devivaru,Rs. 280.00,-,-,-
Brilium House,Sinhala,Priyanga De Zoysa,,-,-,-,Book,Nirmanasheeli Balavegaya,Rs. 570.00,-,201,-
S. Godage & Brothers,Sinhala,Prof. Wimal Dissanayake,,2008,9552051207,-,Book,Nirmanaya ha Wicharaya,Rs. 200.00,-,110,14.5 x 21.5 cm
Wijesooriya,Sinhala,Sarath Wijesooriya,,-,-,-,Book,Nirmanakaranaya Saha Deshapalanaya,Rs. 180.00,-,166,220x146x10mm
BRILIUM PUBLICATION,Sinhala,Priyanga De Zoysa,,-,-,-,Book,Niranthara Sarthakathwaya,Rs. 570.00,-,-,-
Deepani Publishers,Sinhala,Shakthi Gaven,,2000,9558122041,-,Book,Nirmana Chiththarupa,Rs. 175.00,-,-,-
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Anura Bandara Rajaguru,,-,-,-,Book,Nimthera Ninnada,Rs. 530.00,-,160,8.5 x 5.5
Dayawansa Jayakody,Sinhala,Dr.Sarathchandra Kodikara,,-,-,-,Book,Nihanda Nowu Sakshi,Rs. 670.00,-,136,5.5 X 8.5
Sooriya Publishers,Sinhala,Chandrasiri Niriella,,2010,-,9789556561333,Book,Nihada Sakshi,Rs. 450.00,-,-,-
Dayawansha Jayakody,Sinhala,Sarathchandra Kodikara,,2008,-,9789555516341,Book,Nihada nowu Sakshi,Rs. 200.00,-,-,-
S. Godage & Brothers,Sinhala,Chaminda Senarathna,,2010,-,9789553023360,Book,Nihada Kala Awi,Rs. 700.00,-,320,14.5 x 21.0
Sooriya Publishers,Sinhala,A.P. Gunarathne/Shahidullah Kaiser,,2005,9558892971,-,Book,Neviyage Birindha,Rs. 250.00,-,-,-
Independent,Sinhala,Srilal Senewirathna,,-,-,-,Book,Negenahira Mudaganeema,Rs. 635.00,-,244,14 X 21
Malpiyali,Sinhala,A.Layanal De Silva,,2009,-,-,Book,Nethmini Hodiya,Rs. 80.00,-,-,-
Samudra Book Publications,Sinhala,G.M.Jatathilaka,,-,-,-,Book,Neethiya Yukthiya Ha Adikaranaya,Rs. 395.00,-,80,8.5 X 5.5
-,Sinhala,Sujatha,,2011,8184935455,9788184935455,Book,Orriravil Oru Rayilil,Rs. 585.00,-,40,-
Godage,Sinhala,Sakuntala Sachithanadan,On the Streets and Other Revelations,-,-,9789553029409,Book,On the Streets and Other Revelations,Rs. 425.00,-,-,-
Sadeepa Publishing House,Sinhala,Lal Fonseka,,-,9551178157,-,Book,Paladaitha Sampath,Rs. 280.00,Paperback,256,"14.7 x 22 x 1 cm,"
Dayawansha Jayakody,Sinhala,J.Haafner,,2008,-,9789555515979,Book,Olanda Sirakaruge Lanka Charikawa - Traveles on Foot Through The Island of Ceylon,Rs. 250.00,-,-,-
-,Sinhala,Ka. Sritharan,,-,-,-,Book,Ore Naalil Kanitha Methai Aagalam,Rs. 830.00,-,-,-
Malpiyali,Sinhala,Edvin Pathirana,,2006,9556239324,-,Book,Obe Saha Daruwange Jeewana Gatalu 650kata Pilithuru,Rs. 250.00,-,-,-
WIJESURIYA GRANTHA KENDRAYA,Sinhala,LEELANANDA GAMACHCHI,,-,9551387341,-,Book,OBE DARUWA GANA OBA DATHA UTHU DE ,Rs. 230.00,-,134,-
Pahan Publishers,Sinhala,Pradeepkumara Balasooriya,,2008,-,9789556670417,Book,Obe Diunuwata Anneyanwa Pelabawanne Keseda?,Rs. 420.00,-,-,-
S. Godage,Sinhala,Dr.B.G.A.Vidyathilake,,2005,9552084113,-,Book,Obatath Babek,Rs. 300.00,-,136,14.5 x 21.0
WIJESURIYA GRANTHA KENDRAYA,Sinhala,PRADEEP KUMARA BALASURIYA,,-,9556523164,-,Book,OBA OBATAMA ADARAYA WANNA ,Rs. 200.00,-,160,-
S. Godage & Brothers,Sinhala,Janaka Kuruppuarachchi,,-,9552071194,-,Book,Oba Daruwa Ha Parisaraya,Rs. 150.00,Paperback,95,13.5 x 21 x 0.5 cm
S.Godage and Brothers,Sinhala,K.C Perera,,2003,9552053811,-,Book,NUTHANA LEKHANA VIYAKARANAYA SIDDHANTHA VIVARANA VIMANSA,Rs. 450.00,-,696,14*23
null,Sinhala,Victor Ivon,,-,-,-,Book,Nuthan Kerali Karuvange Samaja Pasubinma,Rs. 690.00,-,152,5.5 x 8
Sarasavi Publishers,Sinhala,Nimesha Ruchrani,,-,9556715681,9789556715682,Book,Niwena Tharu Deaka Nivemi,Rs. 275.00,-,-,-
Sadeepa,Sinhala,Lal Fonseka,,-,9551178076,-,Book,Noparadina Tarangaya (Paladai Krama Shilpa),Rs. 280.00,Paperback,231,14.5 x 22.3 x 1 cm
Sadeepa Publishing House,Sinhala,Lal Fonseka,,-,9551178068,-,Book,Niwase Paladayithawa,Rs. 240.00,Paperback,200,14.7 x 22.2 x 0.8 cm
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Niwan Muhunuwara Ha Bamunu Dittiya,Rs. 235.00,-,-,-
STAMFORD LAKE,Sinhala,D. M. DHARMASENA,,-,-,9789556581614,Book,NIWAHANA ,Rs. 340.00,-,-,-
Buddhist Cultural Centre,Sinhala,P.G. Gunasinghe,,2005,9559754904,-,Book,Nivana Maga Nuwana Ha Anapanasathi Bhawana,Rs. 160.00,-,-,-
Sooriya Publishers,Sinhala,S.J.R.Lemesuriya & T.B. Panabokke,,2009,-,9789556561029,Book,Nithi Nigganduwa Nohoth Nithiye Artha Nirupanaya,Rs. 380.00,-,-,-
Ravaya,Sinhala,Ambe Dissanayake,,-,-,-,Book,Neela perumal paramparawa saha thambimudalige Urumaya,Rs. 60.00,-,-,-
Buddhist Cultural Centre,Sinhala,Thangalle Sudhamma Thera,,2001,955854017X,-,Book,Parisara Getaluwa Saha Parisara Sanrakshanaya,Rs. 225.00,-,139,-
S. Godage,Sinhala,Dani Aluthwatta,,2010,-,9789553020390,Book,Pasak kalemi visva vedaitaya,Rs. 300.00,-,-,-
Gihan book shop,Sinhala,W.O.T Fernando,"Includes question to broaden knowledge of understanding, essay and summary writing, interpretation of sentences and general knowledge. This book is targeted at individuals planning to sit for the SLAS exams.",-,9555932123,-,Book,Paripalana Seva Prevesha,Rs. 350.00,-,240,8.75in. × 5.7in. (HxW)
S. Godage,Sinhala,Darmasiri Jayananda,,2008,-,9789553013415,Book,Pariganakayen A Pitasakwala Amuththo,Rs. 150.00,-,-,-
Godage,Sinhala,Arisen Ahubudu,This book was won a main award in 1986.,-,-,9789553017772,Book,Pareviya (Saama Asna),Rs. 325.00,-,-,-
STAMFOMFORD LAKE PUBLISHER,Sinhala,KARUNARATHNA JAYASINGHE,,-,-,9789551131622,Book,PARANGINGEN WENASUNA LANKAWA,Rs. 280.00,-,159,-
Dayawansa Jayakodi,Sinhala,Somaweera Senanayake,,-,-,-,Book,Paramitha,Rs. 250.00,-,199,210x145x15mm
Akarsha publisher,Sinhala,Dammika Madampage,,-,-,9789556720334,Book,Parajaya thulin jaya ganeemata,Rs. 300.00,-,152,140mm X 220mm
Ravaya,Sinhala,Prabashwara,,-,-,-,Book,Pannaraya - 2,Rs. 600.00,-,318,-
-,Sinhala,S. Sabarathina Gurukkal,,-,-,-,Book,"Pancha Bhoothastalangal, Pancha Sabaigal, Sapthavidanga thalangal, Atta Veeratana Thalangal",Rs. 635.00,-,-,-
S.Godage Publishers,Sinhala,Srachchandra Kumarasinghe,"These are the folk tales which have been coined around the Kingdom of Paduwasnuwara and have been existed in the live wire of the verbal tradition science then. Paduwasnuwara, the kingdom and it's colonial people being enframed with in a serious of folk tale and they tend to tell l us all about their laves, rituals, norms and etc Book begin with a introduction on the above kingdom then brief introduction on folklore and its main character",-,9552098653,-,Book,Panduwas Nuwara Janakatha,Rs. 125.00,-,88,139 x 214 x 5 mm
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Piyasena Kahandagamage,,-,-,-,Book,Panamure Athraja,Rs. 550.00,-,191,12.5 X 18
Ravaya,Sinhala,Victor Ivan,,-,9551468023,-,Book,Pansale viplavaya Bauddha punaradaya Gangodavila Soma Himi dakwa,Rs. 490.00,-,"Victor Ivan, Ravaya, 9551468023",-
Rathna Poth Prakashakayo,Sinhala,Polwaththe Sri Buddadaththa Mahanayaka Stavira,,-,955569687X,-,Book,Palibashavatharanaya - book 3,Rs. 250.00,-,228,140mm X 215mm
Ravaya,Sinhala,Victor Ivan,,-,-,-,Book,Pana Ahinsakada,Rs. 600.00,-,445,215x145x20mm
Rathna Poth Prakashakayo,Sinhala,Polwaththe Sri Buddadaththa Mahanayaka Stavira,,-,9555696861,-,Book,Palibashavatharanaya - book 2,Rs. 300.00,-,239,140mm X 215mm
Rathna Poth Prakashakayo,Sinhala,Polwaththe Sri Buddadaththa Mahanayaka Stavira,,-,9555696853,-,Book,Palibashavatharanaya - book 1,Rs. 500.00,-,133,140mm X 215mm
Samayawardhana Bookshop,Sinhala,I.B.Vimalawansasooriya,,-,-,-,Book,Pali Pata Saraniya,Rs. 330.00,-,212,150mm X 220mm
Malpiyali,Sinhala,Malpiyali publishers,,2011,-,9789556604236,Book,Palathuru Pinthura potha,Rs. 50.00,-,-,-
S. Godage & Brothers,Sinhala,Lasantha Kariyapperuma,,2011,-,9789553026484,Book,Paladayitha Wardanaya Sadaha Thathwa Kawa Sankalpaya,Rs. 350.00,-,192,8.5 x 5.5
Gihan book shop,Sinhala,W.O.T Fernando,"Includes 25 chapters with question papers divided into I.Q, general knowledge. This book is targeted at individuals planning to sit for the Police Constable/Higher Police Rank exams.",-,9555933506,-,Book,Police Seva Prevesha,Rs. 290.00,-,112,9.75in. × 7.25in. (HxW)
MD Gunasena,Sinhala,R. B. Atapattu,,-,9552111153,-,Book,Piyambana Peerisi,Rs. 190.00,-,-,-
SINHALAPEDIA,Sinhala,-,,-,9550581108,-,Book,PITASAKWALA JEEVIN VIDYATHMAKA SAKSHI ,Rs. 150.00,-,28,-
Kurulu Poth,Sinhala,S. Prignet,,2000,9555911231,-,Book,Piramid Deshaye Katha Thunak,Rs. 100.00,-,-,-
Lama sanwardana ha Kantha Katayutu Amathyanshaya,Sinhala,-,,-,-,9789550249015,Book,Pipi Thambarana,"Rs. 1,000.00",-,336,180mm X 240mm
Author Publication,Sinhala,Major Sujith Chaminda Edirisinha,,-,-,9789559719113,Book,Pin Bimaka Avi Daru Panhidaka Visithuru,Rs. 230.00,-,88,150mm X 220mm
Samayawardena,Sinhala,Vijitha Karunarathna,,-,-,9789555706247,Book,Pin Athi Puthun,Rs. 200.00,-,106,145mm X 220mm
Saraswathi Publications,Sinhala,Gunasena Gamage,An analytical study in to a few aspects of scientific and technological capabilities of our Sri Lankans. Sponsored by the national library services of Sri Lanka.,-,9551096088,-,Book,Perani Lakdhiwa Thakshanawedhya ,Rs. 225.00,-,162,-
Pahan,Sinhala,Kmihail Sholhov,,-,-,-,Book,Peralu Neum Pasa 1,Rs. 895.00,-,386,8.0 x 5.5
Godage,Sinhala,Kabilewala Jayawardana,,-,-,9789553009937,Book,Peraliya,Rs. 175.00,-,-,-
VISIDUNU PRAKASHAKAYO,Sinhala,P.B.MEEGASKUBURA,,-,-,955917052X,Book,PERADIGA MINISUNGE CHINTHANA VIDI ,"Rs. 1,400.00",-,840,-
S. Godage Saha Sahodarayo,Sinhala,Tissa Jayawardana,,-,9552091020,-,Book,Pera Neyan Soyana Yali Upan Daruvo,Rs. 250.00,Paperback,160,142x220x8mm
Sooriya Publishers,Sinhala,Chinthaka Ranasinghe,,2009,9789556561128,-,Book,Peradeni Gurukulaya Saha Gunadasa Amarasekara,Rs. 250.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Paukarayata Gal Geseema,Rs. 225.00,-,-,-
Sooriya Publishers,Sinhala,R.H. Bassett,,2002,955842577x,-,Book,Pembara Lanka,Rs. 280.00,-,-,-
Dayawansha Jayakody,Sinhala,Merrill Perera,,2010,-,9789555518376,Book,Paththara Rassawa,Rs. 300.00,-,-,-
Malpiyali,Sinhala,Sisira Kumara Mahawedage,,-,9552090903,-,Book,Pata karana potha,Rs. 75.00,-,-,-
S. Godage,Sinhala,Mahinda Pathirana,,2008,-,9789553009678,Book,"Paschathnoothanawadaya, Wala ha Vila",Rs. 550.00,-,-,-
sarasavi,Sinhala,Somapala Gunadeera,,-,-,9789556714722,Book,Patabadi Paliya,Rs. 360.00,-,207,150mmX220mm
S. Godage & Brothers,Sinhala,L.A Jayathissa,,2011,-,9789553030504,Book,Pusthakala Wargeekarana Praveshaya,Rs. 325.00,-,160,5.5 x 8.5
Samanthi Publication,Sinhala,Prishanthi Gunawardana,,-,9558596640,-,Book,Puravidyava,Rs. 150.00,Paperback,105,210x140x6mm
S. Godage,Sinhala,Ven. Hiripitiye Pagngnakiththi Thero,,2007,9552096790,-,Book,Purathana Barathiya Hindu Samajika Sansthawa,Rs. 400.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Purana Sinhala Sthringe Anduma,Rs. 130.00,-,-,-
Malpiyali,Sinhala,Anita De Silva,,2009,-,-,Book,Preethimath Jeevithayakata,Rs. 100.00,-,-,-
S.Godage,Sinhala,Premarathna Davatage,,-,-,9789553017260,Book,Preemaya nam Wishwa geethaya,Rs. 275.00,-,-,-
-,Sinhala,Manoj Siyabalapitiya,,2008,-,-,Book,Punchi Obata Raban Pada,Rs. 60.00,-,-,-
Pahan Publishers,Sinhala,Anatmari Jasintha,,2005,9558909855,-,Book,Pudgalayakuge Bawayan Ha Akalpa Ohuge Pawurshaya Wardanaya Kerehi Balapana Akaraya,Rs. 220.00,-,-,-
S. Godage,Sinhala,K.B. Sugathadasa,,1999,9552035309,-,Book,Prema Dara,Rs. 100.00,-,-,-
Buddhist Cultural Centre,Sinhala,Ven. Kirinde Sri Dhammananda Thero,,2004,9559219006,-,Book,Preethimath Vivaha Jeewithaya - Bauddha Mathaya,Rs. 250.00,-,-,-
S. Godage & Brothers,Sinhala,P.M Senarathna,,2011,-,9789553024367,Book,Prasthawa Pirulu Wishwa Koshaya,Rs. 550.00,-,480,8.5 x 5.5
Kurulu Poth,Sinhala,"Ven. Ananda Mythreeya Thero, Dr. E.W. Adhikaram",,2000,-,955591021010,Book,Prabuddha Lipi,Rs. 90.00,-,-,-
Malpiyali,Sinhala,Jayantha Kumari Samanabadda,,2003,9556600000,-,Book,Prasidda Pudgalayan Gana Apuru katha,Rs. 200.00,-,-,-
S. Godage & Brothers,Sinhala,Premadasa Sri Alawaththagoda,,2010,9552041570,-,Book,Prasthawa Pirulu Janakatha,Rs. 175.00,-,63,14.5 x 21.0
Ravaya,Sinhala,Ambe Dissanayake,,-,-,-,Book,Prabu samaja sansthapanaya saha prabuwaru,Rs. 80.00,-,-,-
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Dr.Ruwan M Jayathunga,,-,-,-,Book,Prabhakaran Sadakaya Pilibanda Manowidyathmaka Vishleshanayak,Rs. 765.00,-,185,15 X 22
Ravaya,Sinhala,Victor Ivan,,-,-,-,Book,Prabhakaran Parajaya Kirima,Rs. 550.00,-,304,220mm x 140mm
Vijithayapa Publication,Sinhala,Acharya Mahinda Balasooriya,,-,-,9789556651539,Book,Prabakarange Sihina Rajya,Rs. 950.00,-,276,150mm X 210mm
S. Godage & Brothers,Sinhala,Denagama Siriwardana,,2011,-,9789553032355,Book,Rathu Kanas Mala,Rs. 225.00,-,96,8.5 x 5.5
S. Godage & Brothers (Pvt.) Ltd,Sinhala,Sisira Alahakoon,,2012,.,9789553037589,Book,Raththaran Asawa,Rs. 250.00,Book Binding,128,.
Ravaya,Sinhala,Basil Fernando,,-,-,-,Book,Rate Neethiya Muhunadena Thathkaleena Abiyogaya,Rs. 300.00,-,-,-
Wijesuriya Grantha,Sinhala,Sarath Wijesooriya,,-,-,9789556526028,Book,Rataka Vipatha,Rs. 100.00,-,54,145mmX215mm
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Rasawadaya Ha Baudda Kauya,Rs. 150.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Rankendi Kumarikawa,Rs. 60.00,-,-,-
S. Godage,Sinhala,K.D.Ariyadasa,,2004,9552076935,-,Book,Ranaviru Udanaya,Rs. 150.00,-,-,-
Prasad Samarasekara,Sinhala,Sathyajith Rai,,-,-,-,Book,Ran Balakotuwa Saha Thawath Feluda Katha,Rs. 555.00,-,272,8.5 x 5.5
Fast Publishing,Sinhala,Dr. K B A Edmond,,-,-,-,Book,Ramayanaya,Rs. 175.00,-,93,213x145x8mm
S. Godage & Brothers (Pvt.) Ltd,Sinhala,Anurasiri Hettige,,2012 2nd,.,9789553014900,Book,Ran Sirimal,Rs. 275.00,Book Binding,135,.
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Rajawennata Giya Mahanna,Rs. 75.00,-,-,-
S. Godage,Sinhala,Uditha Alahakoon & Sunil Walimuni,,2004,9552072573,-,Book,Rajya Sammana labi Sinhala Grantha,Rs. 200.00,-,-,-
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Robert Arthur,,-,-,-,Book,Rahasa Parikshaka Thun Kattuwe Weerakriya 1-Malaminiye Abirahas Nidhanaya,Rs. 395.00,-,152,7.0 x 5.0
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Robert Arthur,,-,-,-,Book,Rahasa Parikshaka Thun Kattuwe Weerakriya 2-Katha Karana His Kabale Abirahasa,Rs. 395.00,-,128,7.0 x 5.0
S. Godage & Brothers,Sinhala,Lakshman Kahatapitiya,,2009,-,9789553022325,Book,Rahulayo,Rs. 300.00,-,88,14.5 x 21.0
Ravaya,Sinhala,Gamini Viyangoda,,-,-,-,Book,Raga Ridma,Rs. 300.00,-,152,210mm x 145mm
Sarasavi,Sinhala,Mahacharya Sangeeth Nipun Sanath Nandasiri,,-,-,9789556714821,Book,Ragalankaraya ,Rs. 500.00,-,356,160mmX225mm
S. Godage,Sinhala,Amaradasa Ranawaka,,2005,9552089042,-,Book,Sakaladaththa saha Thawath Katha,Rs. 175.00,-,-,-
S.Godage and Brothers,Sinhala,Ankelimadille Dammarathana Thero,,2001,9552049180,-,Book,SAKSHARA SHIKSHANAYA,Rs. 250.00,-,352,14*23
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Sahithyodaya Katha,Rs. 120.00,-,-,-
Thara,Sinhala,Tharanga Disanayake,,-,-,-,Book,Sadev Sihinaya,Rs. 685.00,-,302,7.0 x 5.5
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Sadacharaya Ha Nirogi Sampatha,Rs. 140.00,-,-,-
Sooriya Publishers,Sinhala,Malik Thusitha Gunarathne,,2006,9556560351,-,Book,Sadharekha,Rs. 175.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Sahithya Kalawa,Rs. 230.00,-,-,-
S. Godage & Brothers,Sinhala,Upali Leelarathna,Walithara A. Ranasinghe - Uapahara Lipi Saraniya,2011,-,9789553030405,Book,Ruhunu Pahansila,Rs. 300.00,-,56,5.5 x 8.5
S. Godage & Brothers (Pvt.) Ltd,Sinhala,Saliya Gunawardana,,2012,.,9789553039187,Book,Sada Bala Siti,Rs. 150.00,Book Binding,72,.
Saraswathi Publications,Sinhala,H. G. Piyathissa,,-,9551096002,-,Book,Ruhunu Jana Katha ,Rs. 200.00,-,184,-
Sooriya Publishers,Sinhala,Omar Byyam,,2002,9558425885,-,Book,Rubayyathaya,Rs. 200.00,-,-,-
S. Godage,Sinhala,Arawwala Nandimithra,,1997,9552023041,-,Book,Rosa Male Renu Hale,Rs. 130.00,-,-,-
Godage,Sinhala,Rathnayaka Thilakarathna,This book was won a main award in 1995.,-,-,9789552088615,Book,Roogin Mada Nirogawa,Rs. 250.00,-,-,-
Malpiyali,Sinhala,Nimal Premathilaka,,2006,-,9789556600797,Book,Riyaduru Ath Potha,Rs. 75.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Rohini,Rs. 225.00,-,-,-
Wishwaleka,Sinhala,Upali Marasinghe,,-,-,-,Book,Rohal Waattu Thulin,Rs. 260.00,-,103,5.0 x 7.5
S. Godage,Sinhala,Aruna Indrasighe,,2002,9552057019,-,Book,Reiki,Rs. 100.00,-,-,-
Sarasavi Prakashakayo,Sinhala,Susitha Ruwan,,-,-,9789556714968,Book,Rawana Meheyuma,Rs. 450.00,-,254,155mmX225mm
S. Godage,Sinhala,Pramitha Rohini,,-,-,9789553021410,Book,Rebecca,Rs. 750.00,-,496,155mmX225mm
Sooriya Publishers,Sinhala,Voltaire,,2005,9558892955,-,Book,Sath Purashaya Saha Ahinsakaya,Rs. 300.00,-,-,-
UNESCO Profile,Sinhala,Madanjeet Singh,"Sasia is the name Madanjeet Singh has coined for south Asia's common currency in the hope that,like the Euro,it will become the anchor of economic stability and regional cooperation.This is the riveting and poignant story of young man's activism and fervour and of the trauma that he suffered in the aftermath of partition and the gruesome fratrcidal conflict between India and Pakistan.",-,-,-,Book,Sasia Kathawa,Rs. 850.00,-,224,254x200x20mm
BRILIUM PUBLICATION,Sinhala,Priyanga De Zoysa,,-,-,-,Book,Sarubawa Weduma,Rs. 470.00,-,109,5.5 x 8.0
